usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Subscriber,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,2020-11-12,2020-11-12,55.4,3.6,0.43,10.0,30
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11233,Brooklyn,Central Brooklyn,2020-09-11,2020-09-11,72.3,5.6,0.45,0.0,3
Customer,11101,Queens,Northwest Queens,10021,Manhattan,Upper East Side,2020-10-31,2020-10-31,49.1,3.0,0.0,20.0,1
Subscriber,11211,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,2020-09-21,2020-09-21,65.8,7.4,0.0,30.0,2
Subscriber,11238,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-09-18,2020-09-18,76.3,2.4,0.0,20.0,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-09-06,2020-09-06,74.1,1.0,0.0,0.0,2
Subscriber,10028,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,2020-11-23,2020-11-23,39.8,5.6,0.0,0.0,4
Customer,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-09-03,2020-09-03,82.6,1.8,0.0,10.0,10
Subscriber,10013,Manhattan,Greenwich Village and Soho,11206,Brooklyn,Bushwick and Williamsburg,2020-10-13,2020-10-13,65.8,2.5,0.01,30.0,3
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10021,Manhattan,Upper East Side,2020-12-15,2020-12-15,61.8,8.6,0.42,30.0,2
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-10-05,2020-10-05,57.7,6.6,0.0,10.0,23
Subscriber,10065,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-12-30,2020-12-30,41.3,3.0,0.15,50.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-08-01,2020-08-01,81.6,3.8,0.0,40.0,2
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-08-29,2020-08-29,75.7,1.2,0.0,30.0,11
Subscriber,10021,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,2020-12-31,2020-12-31,46.5,3.0,0.19,0.0,4
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10075,Manhattan,Upper East Side,2020-10-28,2020-10-28,58.0,6.3,0.0,10.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,11101,Queens,Northwest Queens,2020-11-06,2020-11-06,69.4,3.7,0.01,10.0,1
Subscriber,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,2020-09-10,2020-09-10,75.2,4.7,1.13,20.0,2
Subscriber,11101,Queens,Northwest Queens,10021,Manhattan,Upper East Side,2020-09-12,2020-09-12,74.0,2.3,0.0,30.0,1
Subscriber,10009,Manhattan,Lower East Side,10021,Manhattan,Upper East Side,2020-09-10,2020-09-10,75.2,4.7,1.13,30.0,1
Subscriber,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-31,2020-10-31,49.1,3.0,0.0,10.0,5
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,11101,Queens,Northwest Queens,2020-10-27,2020-10-27,51.9,3.5,0.0,10.0,4
Subscriber,10075,Manhattan,Upper East Side,11222,Brooklyn,Greenpoint,2020-12-11,2020-12-11,55.2,3.1,0.0,30.0,1
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10021,Manhattan,Upper East Side,2020-12-28,2020-12-28,43.6,7.1,0.02,20.0,3
Subscriber,10009,Manhattan,Lower East Side,11222,Brooklyn,Greenpoint,2020-08-21,2020-08-21,78.7,4.0,0.33,30.0,4
Subscriber,11216,Brooklyn,Central Brooklyn,11222,Brooklyn,Greenpoint,2020-10-19,2020-10-19,42.9,2.2,0.0,30.0,2
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-10-01,2020-10-01,59.8,7.6,0.04,10.0,8
Customer,10012,Manhattan,Greenwich Village and Soho,11222,Brooklyn,Greenpoint,2020-12-01,2020-12-01,46.5,5.9,0.0,30.0,1
Subscriber,10023,Manhattan,Upper West Side,11101,Queens,Northwest Queens,2020-10-22,2020-10-22,65.4,4.1,0.0,30.0,2
Customer,10023,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-11-13,2020-11-13,55.4,9.4,0.01,20.0,2
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,2020-09-10,2020-09-10,75.2,4.7,1.13,20.0,5
Customer,10019,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,30.0,2
Subscriber,10018,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-12-06,2020-12-06,46.5,2.7,0.0,20.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,11101,Queens,Northwest Queens,2020-09-29,2020-09-29,75.6,2.7,0.0,10.0,6
Subscriber,10028,Manhattan,Upper East Side,11101,Queens,Northwest Queens,2020-10-10,2020-10-10,58.9,2.6,0.89,20.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-05-20,2019-05-20,66.2,2.9,0.0,10.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,11222,Brooklyn,Greenpoint,2020-12-02,2020-12-02,49.3,2.9,0.21,20.0,1
Subscriber,11233,Brooklyn,Central Brooklyn,11222,Brooklyn,Greenpoint,2020-09-12,2020-09-12,74.0,2.3,0.0,30.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,11206,Brooklyn,Bushwick and Williamsburg,2020-09-21,2020-09-21,65.8,7.4,0.0,40.0,2
Subscriber,11238,Brooklyn,Central Brooklyn,11233,Brooklyn,Central Brooklyn,2020-09-20,2020-09-20,73.9,6.3,0.0,20.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-11-04,2020-11-04,62.9,2.3,0.0,10.0,29
Subscriber,10075,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-10-24,2020-10-24,48.4,4.1,0.0,10.0,6
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-09-27,2020-09-27,63.5,4.8,0.0,10.0,15
Customer,11221,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,2020-09-02,2020-09-02,81.1,1.8,0.0,10.0,1
Subscriber,10002,Manhattan,Lower East Side,10020,Manhattan,Chelsea and Clinton,2019-02-09,2019-02-09,25.5,3.8,0.0,30.0,1
Subscriber,11205,Brooklyn,Northwest Brooklyn,11206,Brooklyn,Bushwick and Williamsburg,2020-11-16,2020-11-16,58.1,2.9,0.0,10.0,5
Subscriber,11205,Brooklyn,Northwest Brooklyn,11222,Brooklyn,Greenpoint,2020-08-25,2020-08-25,80.9,3.0,0.0,20.0,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-11-13,2020-11-13,55.4,9.4,0.01,10.0,4
Subscriber,11101,Queens,Northwest Queens,10021,Manhattan,Upper East Side,2020-10-11,2020-10-11,59.3,2.8,0.0,20.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-15,2020-10-15,58.2,3.5,0.0,20.0,1
Subscriber,10167,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-10-20,2020-10-20,56.2,5.7,0.0,10.0,2
Subscriber,10199,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-12-15,2020-12-15,61.8,8.6,0.42,30.0,4
Subscriber,10036,Manhattan,Chelsea and Clinton,11101,Queens,Northwest Queens,2020-08-21,2020-08-21,78.7,4.0,0.33,30.0,1
Customer,10022,Manhattan,Gramercy Park and Murray Hill,10021,Manhattan,Upper East Side,2020-10-12,2020-10-12,64.4,3.7,0.0,20.0,4
Subscriber,10103,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-11-13,2020-11-13,55.4,9.4,0.01,10.0,1
Customer,10168,Manhattan,Gramercy Park and Murray Hill,10075,Manhattan,Upper East Side,2020-09-24,2020-09-24,69.7,3.0,0.0,20.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-10-10,2020-10-10,58.9,2.6,0.89,30.0,2
Customer,10003,Manhattan,Lower East Side,10075,Manhattan,Upper East Side,2020-09-13,2020-09-13,72.0,5.2,0.29,40.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10020,Manhattan,Chelsea and Clinton,2019-04-09,2019-04-09,52.2,6.6,0.34,20.0,1
Subscriber,10002,Manhattan,Lower East Side,10020,Manhattan,Chelsea and Clinton,2019-01-18,2019-01-18,37.6,999.9,0.0,30.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-11-24,2020-11-24,38.2,3.8,0.0,30.0,2
Subscriber,10019,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-04-08,2019-04-08,52.6,5.6,0.86,20.0,2
Subscriber,10167,Manhattan,Gramercy Park and Murray Hill,11101,Queens,Northwest Queens,2020-09-28,2020-09-28,70.1,2.3,0.0,20.0,1
Customer,11211,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,2020-11-05,2020-11-05,62.8,1.9,0.0,20.0,2
Subscriber,10002,Manhattan,Lower East Side,11222,Brooklyn,Greenpoint,2020-09-10,2020-09-10,75.2,4.7,1.13,40.0,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,2020-09-07,2020-09-07,78.4,3.4,0.0,0.0,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,2020-10-30,2020-10-30,55.8,5.4,0.04,10.0,1
Subscriber,10036,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-03-05,2019-03-05,31.3,3.2,0.0,10.0,2
Subscriber,10003,Manhattan,Lower East Side,11101,Queens,Northwest Queens,2020-12-11,2020-12-11,55.2,3.1,0.0,40.0,1
Subscriber,10024,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-11-14,2020-11-14,46.4,8.0,0.0,10.0,9
Subscriber,10024,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-10-29,2020-10-29,67.2,5.7,1.44,30.0,1
Subscriber,10110,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-11-18,2020-11-18,50.9,3.6,0.0,20.0,1
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10021,Manhattan,Upper East Side,2020-11-05,2020-11-06,62.8,1.9,0.0,890.0,1
Subscriber,11211,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,2020-12-27,2020-12-27,52.0,4.5,0.12,10.0,1
Subscriber,10065,Manhattan,Upper East Side,11101,Queens,Northwest Queens,2020-08-25,2020-08-25,80.9,3.0,0.0,20.0,1
Subscriber,10199,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-05-21,2019-05-21,69.5,2.7,0.0,20.0,1
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-10-15,2020-10-15,58.2,3.5,0.0,240.0,1
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-12-26,2020-12-26,54.5,5.9,0.01,20.0,1
Subscriber,10013,Manhattan,Greenwich Village and Soho,11222,Brooklyn,Greenpoint,2020-08-19,2020-08-19,80.0,4.0,0.0,30.0,1
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-10-23,2020-10-23,58.8,5.0,0.0,40.0,2
Subscriber,11101,Queens,Northwest Queens,10021,Manhattan,Upper East Side,2020-11-19,2020-11-19,59.5,5.4,0.0,20.0,1
Customer,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-09-03,2020-09-03,82.6,1.8,0.0,20.0,1
Subscriber,10002,Manhattan,Lower East Side,11221,Brooklyn,Bushwick and Williamsburg,2020-12-20,2020-12-20,38.6,5.8,0.0,30.0,1
Subscriber,10036,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-11-01,2020-11-01,57.9,3.9,0.0,20.0,3
Subscriber,11211,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,2020-09-04,2020-09-04,80.6,5.0,0.0,0.0,3
Subscriber,11205,Brooklyn,Northwest Brooklyn,11206,Brooklyn,Bushwick and Williamsburg,2020-12-13,2020-12-13,61.8,2.0,0.0,20.0,1
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-10-13,2020-10-13,65.8,2.5,0.01,30.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,11101,Queens,Northwest Queens,2020-12-24,2020-12-24,66.4,5.1,1.56,20.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-09-25,2020-09-25,69.0,5.5,0.0,30.0,2
Customer,10075,Manhattan,Upper East Side,11222,Brooklyn,Greenpoint,2020-09-29,2020-09-29,75.6,2.7,0.0,30.0,1
Subscriber,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-10-15,2020-10-15,58.2,3.5,0.0,30.0,1
Subscriber,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-12-29,2020-12-29,39.3,6.8,0.33,0.0,1
Subscriber,11233,Brooklyn,Central Brooklyn,11206,Brooklyn,Bushwick and Williamsburg,2020-09-07,2020-09-07,78.4,3.4,0.0,20.0,1
Subscriber,11217,Brooklyn,Northwest Brooklyn,11206,Brooklyn,Bushwick and Williamsburg,2020-09-20,2020-09-20,73.9,6.3,0.0,20.0,2
Subscriber,10038,Manhattan,Lower Manhattan,10021,Manhattan,Upper East Side,2020-11-12,2020-11-12,55.4,3.6,0.43,40.0,1
Subscriber,10003,Manhattan,Lower East Side,10020,Manhattan,Chelsea and Clinton,2019-05-02,2019-05-02,63.4,3.7,0.12,30.0,1
Subscriber,10168,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-11-23,2020-11-23,39.8,5.6,0.0,30.0,1
Subscriber,11217,Brooklyn,Northwest Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-20,2020-10-20,56.2,5.7,0.0,10.0,2
Subscriber,10003,Manhattan,Lower East Side,10128,Manhattan,Upper East Side,2020-10-13,2020-10-13,65.8,2.5,0.01,30.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-10-31,2020-10-31,49.1,3.0,0.0,50.0,3
Subscriber,10003,Manhattan,Lower East Side,10028,Manhattan,Upper East Side,2020-12-25,2020-12-25,62.0,0.7,0.01,30.0,2
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11220,Brooklyn,Sunset Park,2020-10-12,2020-10-12,64.4,3.7,0.0,50.0,1
Customer,10075,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,2020-10-24,2020-10-24,48.4,4.1,0.0,10.0,1
Subscriber,11217,Brooklyn,Northwest Brooklyn,11222,Brooklyn,Greenpoint,2020-10-09,2020-10-09,66.6,3.0,0.0,40.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-12-10,2020-12-10,54.9,4.5,0.0,50.0,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-09-01,2020-09-01,82.0,2.6,0.0,10.0,1
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10020,Manhattan,Chelsea and Clinton,2019-04-15,2019-04-15,58.5,6.9,0.07,20.0,1
Subscriber,10003,Manhattan,Lower East Side,10021,Manhattan,Upper East Side,2020-10-23,2020-10-23,58.8,5.0,0.0,20.0,1
Customer,11217,Brooklyn,Northwest Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-11-11,2020-11-11,52.7,6.0,0.69,30.0,1
Subscriber,10023,Manhattan,Upper West Side,10128,Manhattan,Upper East Side,2020-11-05,2020-11-05,62.8,1.9,0.0,10.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-12-01,2020-12-01,46.5,5.9,0.0,50.0,1
Subscriber,10075,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-12-12,2020-12-12,59.6,2.7,0.0,40.0,1
Subscriber,10199,Manhattan,Chelsea and Clinton,11206,Brooklyn,Bushwick and Williamsburg,2020-09-09,2020-09-09,82.0,4.0,0.0,50.0,1
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,11222,Brooklyn,Greenpoint,2020-10-21,2020-10-21,65.0,2.8,0.0,30.0,1
Customer,10019,Manhattan,Chelsea and Clinton,10069,Manhattan,West Side,2020-10-22,2020-10-22,65.4,4.1,0.0,10.0,1
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-12-28,2020-12-28,43.6,7.1,0.02,0.0,1
Customer,10011,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,50.0,1
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,11222,Brooklyn,Greenpoint,2020-08-14,2020-08-14,77.1,2.2,0.0,50.0,1
Customer,10065,Manhattan,Upper East Side,11101,Queens,Northwest Queens,2020-09-09,2020-09-09,82.0,4.0,0.0,20.0,2
Subscriber,11216,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-11-07,2020-11-07,64.9,3.6,0.0,0.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-10,2020-10-10,58.9,2.6,0.89,10.0,7
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-09-26,2020-09-26,66.5,5.2,0.0,10.0,19
Subscriber,10014,Manhattan,Greenwich Village and Soho,10021,Manhattan,Upper East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,40.0,1
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,2020-09-07,2020-09-07,78.4,3.4,0.0,30.0,12
Subscriber,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-09-28,2020-09-28,70.1,2.3,0.0,10.0,9
Subscriber,11216,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-11-18,2020-11-18,50.9,3.6,0.0,10.0,12
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10075,Manhattan,Upper East Side,2020-09-18,2020-09-18,76.3,2.4,0.0,40.0,2
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-10-04,2020-10-04,56.5,9.2,0.02,40.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10028,Manhattan,Upper East Side,2020-09-11,2020-09-11,72.3,5.6,0.45,20.0,6
Subscriber,10023,Manhattan,Upper West Side,10021,Manhattan,Upper East Side,2020-11-30,2020-11-30,39.4,6.0,0.0,10.0,20
Customer,11216,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-02,2020-10-02,52.7,9.9,0.14,10.0,1
Subscriber,10075,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,2020-11-16,2020-11-16,58.1,2.9,0.0,10.0,1
Subscriber,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-12-02,2020-12-02,49.3,2.9,0.21,0.0,21
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-11-02,2020-11-02,59.4,2.6,0.0,0.0,72
Subscriber,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-10-04,2020-10-04,56.5,9.2,0.02,10.0,91
Customer,11206,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,2020-11-14,2020-11-14,46.4,8.0,0.0,10.0,1
Subscriber,10002,Manhattan,Lower East Side,11222,Brooklyn,Greenpoint,2020-10-15,2020-10-15,58.2,3.5,0.0,30.0,4
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,2020-11-19,2020-11-19,59.5,5.4,0.0,0.0,24
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,11222,Brooklyn,Greenpoint,2020-10-21,2020-10-21,65.0,2.8,0.0,30.0,1
Subscriber,10023,Manhattan,Upper West Side,10069,Manhattan,West Side,2020-12-05,2020-12-05,45.7,2.0,0.0,0.0,8
Subscriber,10065,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-10-25,2020-10-25,59.1,4.0,0.02,0.0,9
Subscriber,10280,Manhattan,Lower Manhattan,10021,Manhattan,Upper East Side,2020-10-06,2020-10-06,61.2,1.5,0.0,40.0,1
Subscriber,10001,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,20.0,4
Customer,11222,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,2020-12-19,2020-12-19,38.2,7.4,0.0,10.0,1
Subscriber,10002,Manhattan,Lower East Side,11206,Brooklyn,Bushwick and Williamsburg,2020-09-25,2020-09-25,69.0,5.5,0.0,30.0,5
Subscriber,10018,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-11-01,2020-11-01,57.9,3.9,0.0,20.0,4
Subscriber,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-10-25,2020-10-25,59.1,4.0,0.02,20.0,2
Subscriber,10018,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-09-11,2020-09-11,72.3,5.6,0.45,20.0,5
Subscriber,10075,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,2020-12-03,2020-12-03,50.9,6.2,0.1,0.0,23
Subscriber,10012,Manhattan,Greenwich Village and Soho,10021,Manhattan,Upper East Side,2020-09-30,2020-09-30,73.5,5.3,1.33,40.0,2
Subscriber,10021,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,2020-09-19,2020-09-19,74.7,1.8,0.0,10.0,2
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10075,Manhattan,Upper East Side,2020-10-13,2020-10-13,65.8,2.5,0.01,20.0,6
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-10-14,2020-10-14,63.8,3.2,0.0,10.0,1
Subscriber,10004,Manhattan,Lower Manhattan,10075,Manhattan,Upper East Side,2020-09-14,2020-09-14,66.4,6.3,0.04,60.0,1
Subscriber,10018,Manhattan,Chelsea and Clinton,10075,Manhattan,Upper East Side,2020-12-14,2020-12-14,56.8,4.6,0.0,20.0,1
Customer,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,2020-11-08,2020-11-08,51.9,4.0,0.0,0.0,1
Subscriber,11238,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-11-05,2020-11-05,62.8,1.9,0.0,20.0,1
Subscriber,10004,Manhattan,Lower Manhattan,11222,Brooklyn,Greenpoint,2020-10-06,2020-10-06,61.2,1.5,0.0,30.0,2
Subscriber,10018,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-01-27,2019-01-27,34.8,5.9,0.0,10.0,2
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-08-28,2020-08-28,72.7,2.5,0.0,100.0,1
Subscriber,11216,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,2020-10-23,2020-10-24,58.8,5.0,0.0,10.0,1
Subscriber,10103,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-12-21,2020-12-21,45.0,6.1,0.0,10.0,1
Customer,10128,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,2020-11-08,2020-11-08,51.9,4.0,0.0,20.0,2
Subscriber,10036,Manhattan,Chelsea and Clinton,10021,Manhattan,Upper East Side,2020-12-31,2020-12-31,46.5,3.0,0.19,20.0,3
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-12-30,2020-12-30,41.3,3.0,0.15,20.0,5
Subscriber,10009,Manhattan,Lower East Side,10028,Manhattan,Upper East Side,2020-11-21,2020-11-21,46.4,4.9,0.0,30.0,5
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-12-13,2020-12-13,61.8,2.0,0.0,20.0,3
Subscriber,10028,Manhattan,Upper East Side,11222,Brooklyn,Greenpoint,2020-10-10,2020-10-10,58.9,2.6,0.89,40.0,1
Customer,10023,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-11-06,2020-11-06,69.4,3.7,0.01,20.0,8
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,50.0,2
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-11-27,2020-11-27,57.1,2.9,0.0,30.0,3
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,20.0,5
Subscriber,10024,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-10-16,2020-10-16,58.5,4.9,0.0,20.0,6
Subscriber,10007,Manhattan,Lower Manhattan,10069,Manhattan,West Side,2020-11-05,2020-11-05,62.8,1.9,0.0,30.0,2
Customer,10022,Manhattan,Gramercy Park and Murray Hill,11101,Queens,Northwest Queens,2020-09-06,2020-09-06,74.1,1.0,0.0,20.0,3
Customer,11211,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,2020-10-26,2020-10-26,51.8,3.9,0.03,30.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10028,Manhattan,Upper East Side,2020-11-04,2020-11-04,62.9,2.3,0.0,30.0,7
Customer,10024,Manhattan,Upper West Side,10028,Manhattan,Upper East Side,2020-10-04,2020-10-04,56.5,9.2,0.02,30.0,4
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,2020-09-23,2020-09-23,68.4,3.3,0.0,10.0,11
Subscriber,10002,Manhattan,Lower East Side,11206,Brooklyn,Bushwick and Williamsburg,2020-09-11,2020-09-11,72.3,5.6,0.45,20.0,5
Subscriber,10001,Manhattan,Chelsea and Clinton,10020,Manhattan,Chelsea and Clinton,2019-02-20,2019-02-20,42.8,4.7,0.26,10.0,5
Subscriber,10036,Manhattan,Chelsea and Clinton,11206,Brooklyn,Bushwick and Williamsburg,2020-11-03,2020-11-03,60.6,1.6,0.0,40.0,1
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10069,Manhattan,West Side,2020-11-05,2020-11-05,62.8,1.9,0.0,30.0,1
Customer,11211,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,2020-09-24,2020-09-24,69.7,3.0,0.0,40.0,1
Subscriber,11233,Brooklyn,Central Brooklyn,11233,Brooklyn,Central Brooklyn,2020-10-06,2020-10-06,61.2,1.5,0.0,10.0,2
Subscriber,10028,Manhattan,Upper East Side,11101,Queens,Northwest Queens,2020-12-16,2020-12-16,50.6,5.9,0.09,30.0,1
