usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Customer,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-10-31,2020-10-31,49.1,3.0,0.0,40.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-02-19,2019-02-19,38.4,3.9,0.09,40.0,1
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-10-31,2019-10-31,49.9,4.3,0.0,50.0,1
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-11-14,2019-11-15,38.6,5.6,0.26,20.0,1
Customer,10168,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-07,2020-08-07,76.4,4.3,0.0,30.0,1
Subscriber,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-02-04,2019-02-04,28.3,2.1,0.84,30.0,1
Subscriber,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-11-10,2019-11-11,51.9,1.9,0.0,30.0,1
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-06-07,2019-06-08,71.0,2.5,0.0,50.0,1
Customer,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-06-08,2019-06-08,75.0,2.1,0.0,30.0,1
Customer,11211,Brooklyn,Greenpoint,10003,Manhattan,Lower East Side,2020-07-20,2020-07-20,88.0,4.1,0.0,20.0,1
Customer,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-08-15,2019-08-15,68.0,4.8,0.0,130.0,1
Customer,10168,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-07-20,2020-07-20,88.0,4.1,0.0,20.0,1
Customer,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-08-15,2020-08-16,80.7,3.3,0.0,20.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-08-28,2019-08-28,76.4,4.9,0.0,10.0,2
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-05-10,2020-05-10,70.0,2.3,0.0,290.0,1
Customer,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-06-10,2020-06-10,74.0,2.5,0.01,50.0,1
Subscriber,11201,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2019-04-05,2019-04-05,45.8,7.9,0.18,40.0,1
Customer,11201,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2019-05-21,2019-05-21,69.5,2.7,0.0,40.0,1
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-12-22,2019-12-22,37.4,5.0,0.0,60.0,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-10-01,2020-10-01,59.8,7.6,0.04,290.0,1
Subscriber,10028,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,2020-12-17,2020-12-17,54.7,3.4,0.04,40.0,1
Customer,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-08-10,2020-08-10,74.9,3.6,0.0,30.0,1
Customer,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-03-09,2019-03-09,41.4,5.6,0.0,30.0,1
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-06-10,2020-06-10,74.0,2.5,0.01,10.0,192
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-09-18,2020-09-18,76.3,2.4,0.0,10.0,249
Subscriber,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-12-08,2020-12-08,44.6,4.6,0.0,20.0,10
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-20,2020-08-20,80.5,4.2,0.0,20.0,8
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-07-15,2019-07-15,75.3,2.8,0.46,0.0,37
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-11-12,2019-11-12,59.5,2.4,0.0,40.0,1
Subscriber,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-11-19,2020-11-19,59.5,5.4,0.0,10.0,4
Subscriber,10023,Manhattan,Upper West Side,10003,Manhattan,Lower East Side,2020-04-26,2020-04-26,54.1,4.8,0.0,30.0,6
Subscriber,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-06-25,2019-06-25,75.4,5.0,0.0,20.0,40
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-16,2020-08-16,82.8,1.2,0.0,0.0,7
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-03-20,2019-03-20,45.6,6.6,0.92,10.0,111
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-04-16,2019-04-16,38.8,7.3,0.69,10.0,118
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-06-16,2019-06-16,72.3,2.1,0.0,10.0,183
Subscriber,10199,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-04-01,2019-04-01,46.8,5.0,0.01,10.0,7
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-07-01,2020-07-01,75.0,4.3,0.43,0.0,5
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-11-13,2020-11-13,55.4,9.4,0.01,10.0,175
Subscriber,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-05-01,2019-05-01,61.1,4.6,4.53,20.0,33
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-09-15,2019-09-15,62.8,2.5,0.0,20.0,26
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-05-09,2020-05-09,62.3,4.3,0.0,10.0,97
Subscriber,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,10.0,96
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-08-25,2019-08-25,74.3,1.9,0.0,0.0,186
Subscriber,11217,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2019-07-22,2019-07-22,77.0,2.3,0.0,30.0,1
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-05-29,2020-05-29,73.6,4.5,0.0,20.0,27
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-06-02,2019-06-02,69.7,3.9,0.0,10.0,49
Subscriber,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-06-19,2019-06-19,74.9,3.0,0.0,0.0,41
Subscriber,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-06-09,2020-06-09,73.7,4.9,0.07,10.0,124
Subscriber,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-04-01,2020-04-01,38.9,4.7,0.17,30.0,3
Subscriber,10036,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-05-24,2019-05-24,60.2,3.4,0.99,10.0,9
Subscriber,10282,Manhattan,Tribeca,10003,Manhattan,Lower East Side,2019-07-12,2019-07-12,76.2,2.1,0.0,30.0,8
Customer,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-09-16,2020-09-16,75.8,1.5,0.0,20.0,3
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-03-24,2019-03-24,28.0,6.3,0.0,0.0,24
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-06-07,2020-06-07,65.0,3.0,0.19,20.0,24
Subscriber,11216,Brooklyn,Central Brooklyn,10003,Manhattan,Lower East Side,2020-05-23,2020-05-23,59.3,4.6,0.0,40.0,1
Subscriber,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-11-30,2020-11-30,39.4,6.0,0.0,30.0,3
Subscriber,10103,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-12-30,2020-12-30,41.3,3.0,0.15,20.0,1
Subscriber,10282,Manhattan,Tribeca,10003,Manhattan,Lower East Side,2019-05-30,2019-05-30,63.3,1.6,0.0,40.0,3
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-02-06,2019-02-06,27.3,4.9,1.43,10.0,36
Customer,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-11-08,2019-11-08,41.9,5.3,0.0,20.0,2
Customer,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-06-03,2020-06-03,58.0,4.5,0.26,10.0,7
Customer,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-12-16,2020-12-16,50.6,5.9,0.09,20.0,3
Subscriber,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-08-27,2020-08-27,73.8,2.6,0.0,20.0,8
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-03-17,2019-03-17,28.9,7.5,0.0,90.0,2
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-10-21,2020-10-21,65.0,2.8,0.0,20.0,28
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-12-06,2020-12-06,46.5,2.7,0.0,0.0,4
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-22,2020-08-22,76.9,3.7,0.32,20.0,14
Customer,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-09-19,2020-09-19,74.7,1.8,0.0,30.0,1
Subscriber,11205,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2020-10-30,2020-10-30,55.8,5.4,0.04,20.0,3
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-02-22,2020-02-22,34.3,2.1,0.71,20.0,1
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-03-26,2020-03-26,46.9,1.9,0.05,40.0,2
Customer,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-09-30,2019-09-30,68.8,3.3,0.0,20.0,4
Customer,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-11-28,2020-11-28,56.3,999.9,0.0,20.0,7
Subscriber,10036,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-09-17,2020-09-17,77.0,1.3,0.0,20.0,33
Subscriber,10199,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-04-27,2019-04-27,51.9,5.2,0.05,10.0,6
Customer,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-10-14,2020-10-14,63.8,3.2,0.0,30.0,1
Subscriber,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-10-02,2019-10-02,63.5,4.8,0.02,20.0,18
Customer,10278,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-09-19,2019-09-19,61.6,6.6,0.0,20.0,5
Subscriber,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-01-26,2020-01-26,26.5,9.8,0.0,30.0,1
Subscriber,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-04-08,2019-04-08,52.6,5.6,0.86,20.0,9
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-10-10,2019-10-10,58.7,2.6,0.0,0.0,3
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-04-10,2020-04-10,44.6,4.2,0.17,30.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-04-11,2019-04-11,62.1,5.7,0.0,30.0,2
Subscriber,10280,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-05-28,2019-05-28,61.5,6.3,0.0,30.0,1
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-12-20,2020-12-20,38.6,5.8,0.0,20.0,11
Subscriber,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-01-11,2019-01-11,47.7,5.6,1.4,20.0,14
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-07-21,2020-07-21,83.7,2.5,0.0,30.0,6
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-05-01,2019-05-01,61.1,4.6,4.53,20.0,17
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-06,2020-08-06,75.6,2.7,0.0,20.0,4
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-02-10,2020-02-10,30.0,8.1,0.07,0.0,26
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-11-25,2019-11-25,60.0,4.3,0.02,10.0,37
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-09-20,2020-09-20,73.9,6.3,0.0,20.0,6
Subscriber,11201,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2020-11-05,2020-11-05,62.8,1.9,0.0,30.0,9
Subscriber,10065,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,2020-10-13,2020-10-13,65.8,2.5,0.01,20.0,13
Subscriber,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-10-27,2020-10-27,51.9,3.5,0.0,140.0,1
Subscriber,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-09-17,2019-09-17,64.3,2.4,0.34,40.0,2
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-05-03,2019-05-03,61.3,3.6,0.0,10.0,6
Customer,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-04-06,2019-04-06,45.3,4.3,0.0,20.0,7
Subscriber,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-06-07,2019-06-08,71.0,2.5,0.0,20.0,2
Subscriber,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-06-20,2019-06-20,71.8,3.7,0.15,10.0,2
Subscriber,10128,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,2020-11-14,2020-11-14,46.4,8.0,0.0,40.0,1
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-11-23,2019-11-23,47.4,4.0,0.0,0.0,26
Subscriber,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-11-04,2019-11-04,59.5,4.4,0.0,20.0,11
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-03-26,2020-03-26,46.9,1.9,0.05,30.0,4
Subscriber,10280,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-09-19,2020-09-19,74.7,1.8,0.0,30.0,4
Subscriber,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-12-16,2020-12-16,50.6,5.9,0.09,40.0,3
Subscriber,10017,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-06-12,2020-06-12,81.6,3.3,0.0,20.0,23
Subscriber,11211,Brooklyn,Greenpoint,10003,Manhattan,Lower East Side,2019-08-19,2019-08-19,72.2,3.6,0.0,20.0,7
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-03-20,2019-03-20,45.6,6.6,0.92,0.0,26
Subscriber,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-06-20,2020-06-20,70.1,4.9,0.0,20.0,15
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-03-05,2019-03-05,31.3,3.2,0.0,20.0,7
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-08-08,2020-08-08,74.7,3.4,0.0,60.0,1
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-01-01,2019-01-01,28.2,5.1,0.0,40.0,2
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-02-25,2020-02-25,27.6,5.8,0.0,0.0,18
Subscriber,10168,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-09-08,2019-09-08,70.1,6.1,0.0,20.0,9
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-10-02,2019-10-02,63.5,4.8,0.02,160.0,1
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-07-15,2020-07-15,77.0,2.8,0.42,20.0,10
Subscriber,10022,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-21,2020-08-21,78.7,4.0,0.33,30.0,5
Subscriber,10278,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-11-12,2020-11-12,55.4,3.6,0.43,10.0,3
Subscriber,10282,Manhattan,Tribeca,10003,Manhattan,Lower East Side,2020-11-24,2020-11-24,38.2,3.8,0.0,30.0,1
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-04-27,2019-04-27,51.9,5.2,0.05,30.0,5
Customer,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-06-16,2019-06-16,72.3,2.1,0.0,20.0,3
Customer,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-08-20,2019-08-20,75.1,1.8,0.0,20.0,4
Customer,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-10-28,2019-10-28,60.6,2.3,0.0,30.0,2
Customer,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-05-18,2019-05-18,60.0,4.3,0.0,0.0,1
Subscriber,10023,Manhattan,Upper West Side,10003,Manhattan,Lower East Side,2019-06-04,2019-06-04,70.8,2.7,0.12,30.0,7
Subscriber,11205,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2020-08-22,2020-08-22,76.9,3.7,0.32,30.0,7
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-10-23,2020-10-23,58.8,5.0,0.0,30.0,2
Subscriber,11205,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2019-04-05,2019-04-05,45.8,7.9,0.18,20.0,3
Customer,10001,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-07-03,2020-07-03,73.5,2.4,0.0,10.0,6
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-12-29,2020-12-29,39.3,6.8,0.33,30.0,3
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-09-13,2020-09-13,72.0,5.2,0.29,0.0,3
Customer,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-05-29,2020-05-29,73.6,4.5,0.0,10.0,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-12-27,2020-12-27,52.0,4.5,0.12,0.0,5
Customer,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-05-17,2019-05-17,61.6,5.3,1.51,20.0,3
Subscriber,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-05-10,2020-05-10,70.0,2.3,0.0,40.0,2
Customer,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-10-24,2020-10-25,48.4,4.1,0.0,80.0,2
Subscriber,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-06-24,2020-06-24,76.7,4.5,0.02,10.0,1
Subscriber,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-02-15,2020-02-15,18.9,10.8,0.02,20.0,2
Subscriber,11201,Brooklyn,Northwest Brooklyn,10003,Manhattan,Lower East Side,2019-02-10,2019-02-10,25.1,5.4,0.1,30.0,2
Subscriber,10004,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-11-05,2019-11-05,60.4,4.3,0.0,20.0,5
Subscriber,10103,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,20.0,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-04-25,2020-04-25,47.0,5.4,0.0,30.0,4
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-10-12,2020-10-12,64.4,3.7,0.0,30.0,2
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-05-06,2020-05-06,68.1,4.5,0.0,30.0,1
Subscriber,10019,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-02-22,2019-02-23,46.0,5.8,0.09,20.0,1
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-04-14,2020-04-14,60.7,3.7,0.0,30.0,4
Customer,10017,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-06-02,2019-06-02,69.7,3.9,0.0,30.0,1
Customer,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-09-11,2019-09-11,73.9,4.0,0.0,20.0,1
Subscriber,10280,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-07-10,2020-07-10,76.1,4.4,0.3,20.0,7
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-03-03,2019-03-03,25.3,5.7,0.04,200.0,1
Customer,10282,Manhattan,Tribeca,10003,Manhattan,Lower East Side,2020-12-05,2020-12-05,45.7,2.0,0.0,20.0,3
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,10003,Manhattan,Lower East Side,2020-10-20,2020-10-20,56.2,5.7,0.0,40.0,1
Customer,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-04-12,2019-04-12,60.4,3.6,0.0,20.0,1
Customer,11211,Brooklyn,Greenpoint,10003,Manhattan,Lower East Side,2020-09-21,2020-09-21,65.8,7.4,0.0,20.0,1
Customer,10022,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-12-05,2019-12-05,38.4,6.1,0.0,30.0,1
Customer,10018,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-07-07,2020-07-07,78.7,3.6,0.0,10.0,1
Subscriber,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-08-30,2020-08-30,79.1,3.3,0.0,0.0,17
Customer,10011,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2020-06-24,2020-06-24,76.7,4.5,0.02,0.0,1
Subscriber,10021,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,2020-09-17,2020-09-17,77.0,1.3,0.0,40.0,2
Customer,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-09-26,2020-09-27,66.5,5.2,0.0,1160.0,1
Subscriber,10282,Manhattan,Tribeca,10003,Manhattan,Lower East Side,2020-07-19,2020-07-19,84.9,2.8,0.32,30.0,6
Customer,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-11-15,2020-11-15,46.5,4.1,0.0,30.0,1
Customer,10002,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-05-31,2020-05-31,74.4,4.1,0.0,40.0,3
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-07-31,2019-07-31,73.5,2.5,0.0,50.0,2
Customer,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-07-08,2020-07-08,80.5,3.6,0.12,10.0,8
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-06-17,2020-06-18,73.3,3.4,0.27,20.0,2
Subscriber,10014,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-07-25,2019-07-25,73.7,3.5,0.0,80.0,1
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-10-22,2020-10-22,65.4,4.1,0.0,550.0,1
Subscriber,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-11-29,2020-11-29,41.5,999.9,0.02,20.0,5
Customer,10013,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2020-05-17,2020-05-17,72.2,2.1,0.29,30.0,3
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-04-30,2019-04-30,44.2,7.7,0.59,10.0,1
Subscriber,10065,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,2020-10-12,2020-10-12,64.4,3.7,0.0,40.0,1
Customer,10168,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-07-12,2020-07-12,79.9,1.7,0.0,10.0,2
Subscriber,10012,Manhattan,Greenwich Village and Soho,10003,Manhattan,Lower East Side,2019-09-09,2019-09-09,68.1,7.1,0.0,40.0,2
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-11-05,2020-11-05,62.8,1.9,0.0,60.0,1
Subscriber,10010,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-11-12,2019-11-12,59.5,2.4,0.0,30.0,2
Subscriber,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2019-08-23,2019-08-23,70.4,5.0,0.06,30.0,3
Customer,10005,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2020-05-16,2020-05-16,65.4,1.8,0.03,20.0,1
Subscriber,11211,Brooklyn,Greenpoint,10003,Manhattan,Lower East Side,2019-09-23,2019-09-23,60.1,2.7,0.0,30.0,4
Subscriber,10038,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-10-12,2019-10-12,54.0,2.1,0.19,20.0,11
Subscriber,10009,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2020-11-10,2020-11-10,55.0,6.7,0.0,20.0,5
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-08-22,2020-08-22,76.9,3.7,0.32,30.0,2
Subscriber,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-06-04,2019-06-04,70.8,2.7,0.12,30.0,8
Subscriber,10280,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-12-22,2019-12-22,37.4,5.0,0.0,20.0,4
Subscriber,10036,Manhattan,Chelsea and Clinton,10003,Manhattan,Lower East Side,2019-07-22,2019-07-22,77.0,2.3,0.0,10.0,5
Customer,10016,Manhattan,Gramercy Park and Murray Hill,10003,Manhattan,Lower East Side,2020-12-14,2020-12-14,56.8,4.6,0.0,20.0,1
Customer,10007,Manhattan,Lower Manhattan,10003,Manhattan,Lower East Side,2019-10-09,2019-10-09,62.6,5.2,0.04,30.0,1
Customer,10003,Manhattan,Lower East Side,10003,Manhattan,Lower East Side,2019-06-17,2019-06-17,77.7,3.4,0.0,40.0,1
